incident_id,timestamp,incident_type,severity,owner,notification_group,escalation_path
INC-02674,2025-06-12 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02675,2025-06-13 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02676,2025-06-13 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02677,2025-06-13 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02678,2025-06-13 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02679,2025-06-13 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02680,2025-06-13 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02681,2025-06-13 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02682,2025-06-13 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02683,2025-06-13 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02684,2025-06-13 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02685,2025-06-13 14:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02686,2025-06-13 14:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02687,2025-06-14 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02688,2025-06-14 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02689,2025-06-14 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02690,2025-06-14 06:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02691,2025-06-14 10:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02692,2025-06-14 11:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02693,2025-06-14 11:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02694,2025-06-14 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02695,2025-06-14 12:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02696,2025-06-14 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02697,2025-06-14 12:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02698,2025-06-14 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02699,2025-06-14 13:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02700,2025-06-14 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02701,2025-06-14 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02702,2025-06-14 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02703,2025-06-14 14:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02704,2025-06-14 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02705,2025-06-14 14:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02706,2025-06-14 15:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02707,2025-06-14 15:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02708,2025-06-14 16:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02709,2025-06-14 16:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02710,2025-06-15 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02711,2025-06-15 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02712,2025-06-15 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02713,2025-06-15 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02714,2025-06-15 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02715,2025-06-15 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02716,2025-06-15 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02717,2025-06-15 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02718,2025-06-15 06:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02719,2025-06-15 07:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02720,2025-06-15 07:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02721,2025-06-15 08:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02722,2025-06-15 08:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02723,2025-06-15 09:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02724,2025-06-15 09:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02725,2025-06-15 10:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02726,2025-06-15 10:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02727,2025-06-15 11:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02728,2025-06-15 11:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02729,2025-06-15 12:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02730,2025-06-15 12:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02731,2025-06-15 13:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02732,2025-06-15 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02733,2025-06-15 14:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02734,2025-06-15 14:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02735,2025-06-15 15:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02736,2025-06-15 15:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02737,2025-06-15 16:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02738,2025-06-16 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02739,2025-06-16 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02740,2025-06-16 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02741,2025-06-16 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02742,2025-06-16 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02743,2025-06-16 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02744,2025-06-16 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02745,2025-06-16 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02746,2025-06-17 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02747,2025-06-17 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02748,2025-06-17 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02749,2025-06-17 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02750,2025-06-17 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02751,2025-06-17 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02752,2025-06-17 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02753,2025-06-17 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02754,2025-06-17 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02755,2025-06-17 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02756,2025-06-17 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02757,2025-06-18 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02758,2025-06-18 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02759,2025-06-18 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02760,2025-06-18 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02761,2025-06-18 21:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02762,2025-06-18 22:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02763,2025-06-21 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02764,2025-06-21 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02765,2025-06-22 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02766,2025-06-22 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02767,2025-06-22 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02768,2025-06-22 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02769,2025-06-22 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02770,2025-06-22 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02771,2025-06-22 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02772,2025-06-22 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02773,2025-06-22 06:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02774,2025-06-22 07:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02775,2025-06-22 07:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02776,2025-06-22 08:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02777,2025-06-22 08:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02778,2025-06-22 09:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02779,2025-06-22 09:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02780,2025-06-22 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02781,2025-06-22 10:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02782,2025-06-22 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02783,2025-06-22 10:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02784,2025-06-22 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02785,2025-06-22 11:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02786,2025-06-22 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02787,2025-06-22 11:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02788,2025-06-22 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02789,2025-06-22 12:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02790,2025-06-22 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02791,2025-06-22 12:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02792,2025-06-22 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02793,2025-06-22 13:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02794,2025-06-22 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02795,2025-06-22 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02796,2025-06-22 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02797,2025-06-22 14:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02798,2025-06-22 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02799,2025-06-22 14:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02800,2025-06-22 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02801,2025-06-22 15:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02802,2025-06-22 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02803,2025-06-22 15:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02804,2025-06-22 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02805,2025-06-22 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02806,2025-06-23 00:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02807,2025-06-23 01:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02808,2025-06-23 01:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02809,2025-06-23 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02810,2025-06-23 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02811,2025-06-23 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02812,2025-06-23 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02813,2025-06-23 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02814,2025-06-23 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02815,2025-06-23 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02816,2025-06-23 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02817,2025-06-23 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02818,2025-06-23 06:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02819,2025-06-23 06:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02820,2025-06-23 07:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02821,2025-06-23 07:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02822,2025-06-23 08:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02823,2025-06-23 08:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02824,2025-06-23 09:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02825,2025-06-23 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02826,2025-06-23 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02827,2025-06-23 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02828,2025-06-23 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02829,2025-06-23 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02830,2025-06-23 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02831,2025-06-23 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02832,2025-06-23 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02833,2025-06-23 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02834,2025-06-23 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02835,2025-06-23 14:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02836,2025-06-23 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02837,2025-06-23 14:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02838,2025-06-23 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02839,2025-06-23 15:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02840,2025-06-23 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02841,2025-06-23 15:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02842,2025-06-23 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02843,2025-06-23 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02844,2025-06-23 16:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02845,2025-06-23 17:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02846,2025-06-24 01:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02847,2025-06-24 01:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02848,2025-06-24 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02849,2025-06-24 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02850,2025-06-24 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02851,2025-06-24 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02852,2025-06-24 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02853,2025-06-24 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02854,2025-06-24 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02855,2025-06-24 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02856,2025-06-24 08:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02857,2025-06-24 09:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02858,2025-06-24 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02859,2025-06-24 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02860,2025-06-24 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02861,2025-06-24 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02862,2025-06-24 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02863,2025-06-24 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02864,2025-06-24 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02865,2025-06-24 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02866,2025-06-24 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02867,2025-06-24 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02868,2025-06-24 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02869,2025-06-24 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02870,2025-06-24 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02871,2025-06-24 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02872,2025-06-26 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02873,2025-06-26 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02874,2025-06-26 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02875,2025-06-26 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02876,2025-06-26 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02877,2025-06-26 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02878,2025-06-26 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02879,2025-06-26 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02880,2025-06-26 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02881,2025-06-26 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02882,2025-06-26 14:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02883,2025-06-26 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02884,2025-06-26 14:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02885,2025-06-26 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02886,2025-06-26 15:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02887,2025-06-26 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02888,2025-06-26 15:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02889,2025-06-26 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02890,2025-06-26 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02891,2025-06-26 16:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02892,2025-06-26 17:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02893,2025-06-27 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02894,2025-06-27 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02895,2025-06-27 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02896,2025-06-27 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02897,2025-06-27 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02898,2025-06-27 09:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02899,2025-06-27 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02900,2025-06-27 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02901,2025-06-27 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02902,2025-06-27 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02903,2025-06-27 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02904,2025-06-27 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02905,2025-06-27 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02906,2025-06-27 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-02907,2025-06-27 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-02908,2025-06-27 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
